product_name,brand,price,mrp,discount_percent,rating,review_count,processor,ram,storage,graphics,pixels,display_size,seller,availability,product_url,touchscreen,laptop_type
"Add to CompareLenovo Intel Core i3 10th Gen 10110U - (8 GB/1 TB HDD/Windows 11 Home) 81WB018UIN | 81WB01E7IN Thin an...3.7449 Ratings&52 ReviewsIntel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD39.62 cm (15.6 Inch) DisplayOffice Home and Student 20212 Years Warranty₹34,939₹57,99939% offBank Offer",Add,"₹34,939",Not Available,39% off,Not Available,449 Ratings,Intel Core i3,8 GB DDR4 RAM,1 TB HDD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/lenovo-intel-core-i3-10th-gen-10110u-8-gb-1-tb-hdd-windows-11-home-81wb018uin-81wb01e7in-thin-light-laptop/p/itm6976e7038f4ba?pid=COMG9VHHHUJWMFR2&lid=LSTCOMG9VHHHUJWMFR2XZKTI1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_475&otracker=search&fm=organic&iid=68722b02-552e-428e-954b-c29e88f4cce6.COMG9VHHHUJWMFR2.SEARCH&ppt=None&ppn=None&ssid=elsgmszb4w0000001788764268368&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1504VAP-BQ1542WS T...4.530 Ratings&5 ReviewsIntel Core 5 Processor16 GB DDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Limited Warranty₹73,990Upto₹42,600Off on ExchangeBank Offer",Add,"₹73,990","₹42,600",Not Available,Not Available,30 Ratings,Not Available,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-i5-14th-gen-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-x1504vap-bq1542ws-thin-light-laptop/p/itm86c6683540152?pid=COMHGZZWB7HPGUW6&lid=LSTCOMHGZZWB7HPGUW6HCTLFC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_476&otracker=search&fm=organic&iid=68722b02-552e-428e-954b-c29e88f4cce6.COMHGZZWB7HPGUW6.SEARCH&ppt=None&ppn=None&ssid=elsgmszb4w0000001788764268368&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL Alienware 15 AMD Ryzen 5 14th Gen 220 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...AMD Ryzen 5 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 inch) Display1 Year Onsite Service₹1,31,990₹1,59,33617% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹1,31,990","₹42,600",17% off,Not Available,Not Available,AMD Ryzen 5 14th,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,38.86 cm (15.3 inch),Not Available,In Stock,https://www.flipkart.com/dell-alienware-15-amd-ryzen-5-14th-gen-220-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-165-hz-can15265cto02mino-gaming-laptop/p/itma2a27c356865b?pid=COMHZ8TZQQZNZGNH&lid=LSTCOMHZ8TZQQZNZGNHMQNAK9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_477&otracker=search&fm=organic&iid=en_64_FqbUJ2r_Xaie9tml2xsOop7vZN56EqFMSZcL3jSQNHi_8zXl4aJvH4USFD0lINcl3J0L0ZhwDfWPe3rq9kB87ZSEU5c7_fZNZg-LmLzK1LA7Gu4eAc554Lk28HKhm&ppt=None&ppn=None&ssid=elsgmszb4w0000001788764268368&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL Alienware 15 AMD Ryzen 7 260 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...AMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 inch) Display1 Year Onsite Service₹1,27,990₹1,62,95721% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹1,27,990","₹42,600",21% off,Not Available,Not Available,AMD Ryzen 7 260,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,38.86 cm (15.3 inch),Not Available,In Stock,https://www.flipkart.com/dell-alienware-15-amd-ryzen-7-260-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-165-hz-can15265cto03mino-gaming-laptop/p/itm6eee8325fa798?pid=COMHPH5FHSZMCPV4&lid=LSTCOMHPH5FHSZMCPV4YCI4BK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_478&otracker=search&fm=organic&iid=en_64_FqbUJ2r_Xaie9tml2xsOop7vZN56EqFMSZcL3jSSHybs7fp3ByQeaf9iIRcrkvnhfNRTLei3djvA_pLDsP3hW9GaCHzW47wZJQ3b0Ha1Yfv-I6t0v5Vvk-QHjPFXV&ppt=None&ppn=None&ssid=elsgmszb4w0000001788764268368&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareHP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...4.3824 Ratings&57 ReviewsIntel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹95,600₹99,0003% offBank Offer",Add,"₹95,600",Not Available,3% off,Not Available,824 Ratings,Intel Core i5,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-a-15-fa2191tx-gaming-laptop/p/itm1a1eca07d4e23?pid=COMHEHHXEGMAFYCK&lid=LSTCOMHEHHXEGMAFYCKFKXFVF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_479&otracker=search&fm=organic&iid=68722b02-552e-428e-954b-c29e88f4cce6.COMHEHHXEGMAFYCK.SEARCH&ppt=None&ppn=None&ssid=elsgmszb4w0000001788764268368&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL Dell Inspiron 3525 AMD Ryzen 5 5500U - (8 GB/512 GB SSD/Windows 11 Home) D560838WIN9B Thin and Li...312 Ratings&2 ReviewsAMD Ryzen 5 Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayWindows1 Year warranty₹55,939₹58,9905% offBank Offer",Add,"₹55,939",Not Available,5% off,Not Available,12 Ratings,AMD Ryzen 5 5500U,8 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/dell-inspiron-3525-amd-ryzen-5-5500u-8-gb-512-gb-ssd-windows-11-home-d560838win9b-thin-light-laptop/p/itm252f7e9d36ac5?pid=COMGWNGEGQSNUN4G&lid=LSTCOMGWNGEGQSNUN4GJ7TNP3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_480&otracker=search&fm=organic&iid=68722b02-552e-428e-954b-c29e88f4cce6.COMGWNGEGQSNUN4G.SEARCH&ppt=None&ppn=None&ssid=elsgmszb4w0000001788764268368&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL 14 Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core AI 5 340 - (16 GB/512 GB SSD/Windows 11 Home)...4.111 Ratings&1 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Hardware Service₹73,490₹92,83320% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹73,490","₹42,600",20% off,Not Available,11 Ratings,AMD Ryzen 5 Hexa,Not Available,512 GB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/dell-14-microsoft-office-home-2024-amd-ryzen-5-hexa-core-ai-340-16-gb-512-gb-ssd-windows-11-home-db14255-thin-light-laptop/p/itm0ca95e9f348c1?pid=COMHDZXVH7TGHMJP&lid=LSTCOMHDZXVH7TGHMJPCZTBD3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_481&otracker=search&fm=organic&iid=en_Hx1-Ax3zQnCz8lLsEaVu1CZJGJ2ZpG2ezzS1YDdRSlaWo9562ORJz24R97R99TzAutKaJ4GTFDwR2ZsS8o9QfuTdK7dngYr0-3oOAMK4Pa_SDuAbrhBJLlUJPOREmGcl&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook 16 (2026) AI PC with Office 2024 + M365 Basic*, Copilot+ PC AMD Ryzen AI 7 Hexa Core 445...4.710 Ratings&2 ReviewsAMD Ryzen AI 7 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty₹92,990₹1,21,99023% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹92,990","₹42,600",23% off,Not Available,10 Ratings,M3,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-16-2026-ai-pc-office-2024-m365-basic-copilot-amd-ryzen-7-hexa-core-445-16-gb-512-gb-ssd-windows-11-home-m1607ga-mb029ws-thin-light-laptop/p/itm2d63dd66b4319?pid=COMHJJ2HJZYGBDHF&lid=LSTCOMHJJ2HJZYGBDHFLGYWOU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_482&otracker=search&fm=organic&iid=en_Hx1-Ax3zQnCz8lLsEaVu1CZJGJ2ZpG2ezzS1YDdRSlaXv9zaoqPA5gkXkp5OIw6ep4qDCMKgPoRmiYWfkZWer1V2_eR0ubbjznQjUYiwIL7SDuAbrhBJLlUJPOREmGcl&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareMSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...4.31,551 Ratings&121 ReviewsIntel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty₹70,990Upto₹42,600Off on ExchangeBank Offer",Add,"₹70,990","₹42,600",Not Available,Not Available,"1,551 Ratings",Intel Core i5,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-45-w-b12ucx-2471in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGYSFG4WHPVAVZ&lid=LSTCOMGYSFG4WHPVAVZ6L3G5Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_483&otracker=search&fm=organic&iid=04614e02-60de-4488-b571-d87008a4c306.COMGYSFG4WHPVAVZ.SEARCH&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Currently unavailableAdd to CompareHP 15s AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0030AU | 15-fc0690AU Thin...4.499 Ratings&1 ReviewsAMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹57,970Upto₹39,300Off on ExchangeBank Offer",Currently,"₹57,970","₹39,300",Not Available,Not Available,99 Ratings,AMD Ryzen 5 Quad,Not Available,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-15s-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-15-fc0030au-15-fc0690au-thin-light-laptop/p/itm6ce58d3e95838?pid=COMGZNSBGP8AGWVF&lid=LSTCOMGZNSBGP8AGWVFZLTGDP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_484&otracker=search&fm=organic&iid=04614e02-60de-4488-b571-d87008a4c306.COMGZNSBGP8AGWVF.SEARCH&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareLenovo Yoga 7 WUXGA-OLED with 1Yr ADP Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) ...4.497 Ratings&7 ReviewsIntel Core i7 Processor (13th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 Inch) Touchscreen Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection₹1,62,290Upto₹42,600Off on ExchangeBank Offer",Add,"₹1,62,290","₹42,600",Not Available,Not Available,97 Ratings,Intel Core i7,Not Available,1 TB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/lenovo-yoga-7-wuxga-oled-1yr-adp-intel-core-i7-13th-gen-1360p-16-gb-1-tb-ssd-windows-11-home-14irl8-2-1-laptop/p/itm3cf756c3e7c1e?pid=COMGSVFEHHH2FHVY&lid=LSTCOMGSVFEHHH2FHVYGY7SNC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_485&otracker=search&fm=organic&iid=04614e02-60de-4488-b571-d87008a4c306.COMGSVFEHHH2FHVY.SEARCH&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareLenovo V14 AMD Ryzen 3 Dual Core 11th Gen - (8 GB/512 GB SSD/DOS) V14 Gen-4 Business LaptopAMD Ryzen 3 Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit DOS Operating System512 GB SSD35.56 cm (14 Inch) Display3 Years Manufacturer Warranty₹49,499₹60,91418% offBank Offer",Add,"₹49,499",Not Available,18% off,Not Available,Not Available,AMD Ryzen 3 Dual,8 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/lenovo-v14-amd-ryzen-3-dual-core-11th-gen-8-gb-512-gb-ssd-dos-gen-4-business-laptop/p/itm8d20bbd6f3388?pid=COMGSBSFMJVGPZ3J&lid=LSTCOMGSBSFMJVGPZ3JZSSMHB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_486&otracker=search&fm=organic&iid=04614e02-60de-4488-b571-d87008a4c306.COMGSBSFMJVGPZ3J.SEARCH&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Business
"Add to CompareDELL Alienware 15 AMD Ryzen 7 260 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...4.622 Ratings&4 ReviewsAMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.1 cm (15 inch) DisplayAlienware Comand center1 Year Onsite Service₹1,39,800₹1,80,15122% offBank Offer",Add,"₹1,39,800",Not Available,22% off,Not Available,22 Ratings,AMD Ryzen 7 260,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,38.1 cm (15 inch),Not Available,In Stock,https://www.flipkart.com/dell-alienware-15-amd-ryzen-7-260-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-165-hz-can15265cto04mino-gaming-laptop/p/itm032b809caeee3?pid=COMHZHMXZTGBMGFF&lid=LSTCOMHZHMXZTGBMGFFTCEXYL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_487&otracker=search&fm=organic&iid=en_Hx1-Ax3zQnCz8lLsEaVu1CZJGJ2ZpG2ezzS1YDdRSlZxOvnE6ZTcfeBKvTNR5liT0TWFF2kTJCJNjRk-APWuDp3PHPHxAP4lL_lkHvSZIW7SDuAbrhBJLlUJPOREmGcl&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareMSI Venture A16 AI+ AMD Ryzen 7 Octa Core - (16 GB/1 TB SSD/Windows 11 Home) Venture A16 AI+ A3HMG-037...AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home & Student�20212 Year On-Site Warranty₹1,20,990₹1,29,9906% offBank Offer",Add,"₹1,20,990",Not Available,6% off,Not Available,Not Available,AMD Ryzen 7 Octa,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,40.64 cm (16 Inch),Not Available,In Stock,https://www.flipkart.com/msi-venture-a16-ai-amd-ryzen-7-octa-core-16-gb-1-tb-ssd-windows-11-home-a3hmg-037in-laptop/p/itm323005880de04?pid=COMHCRGWEWQWYFDV&lid=LSTCOMHCRGWEWQWYFDVIGE5DE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_488&otracker=search&fm=organic&iid=en_Hx1-Ax3zQnCz8lLsEaVu1CZJGJ2ZpG2ezzS1YDdRSlbPv2G4S0LoSIo2hKzw6H0CJLkA5Ueppi4MHPWA84GTiZGM9GizpRgj6g9rfF-4XsLSDuAbrhBJLlUJPOREmGcl&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareHP AMD Ryzen 3 Dual Core 3rd Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-EQ1550AU Laptop3.919 Ratings&1 ReviewsAMD Ryzen 3 Dual Core Processor (3rd Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1-year warranty₹51,990₹55,9987% offBank Offer",Add,"₹51,990",Not Available,7% off,Not Available,19 Ratings,AMD Ryzen 3 Dual,8 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-amd-ryzen-3-dual-core-3rd-gen-8-gb-512-gb-ssd-windows-11-home-15s-eq1550au-laptop/p/itmf73695419f320?pid=COMGRXGP2HCNQYHK&lid=LSTCOMGRXGP2HCNQYHKI7VOUZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_489&otracker=search&fm=organic&iid=04614e02-60de-4488-b571-d87008a4c306.COMGRXGP2HCNQYHK.SEARCH&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareHP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-FR2515TU Laptop4.241 Ratings&4 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1-year warranty₹54,990₹59,9998% offBank Offer",Add,"₹54,990",Not Available,8% off,Not Available,41 Ratings,Intel Core i3,8 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fr2515tu-laptop/p/itme137569b58930?pid=COMGRHBQA9CZZMQH&lid=LSTCOMGRHBQA9CZZMQHYZVOMT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_490&otracker=search&fm=organic&iid=04614e02-60de-4488-b571-d87008a4c306.COMGRHBQA9CZZMQH.SEARCH&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareHP Victus AI AMD Ryzen 7 Octa Core 260 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...4.5746 Ratings&77 ReviewsAMD Ryzen 7 Octa Core Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty₹1,26,014Upto₹42,600Off on ExchangeBank Offer",Add,"₹1,26,014","₹42,600",Not Available,Not Available,746 Ratings,AMD Ryzen 7 Octa,24 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-victus-ai-amd-ryzen-7-octa-core-260-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-15-fb3185ax-gaming-laptop/p/itm08bbf58218363?pid=COMHDZVEE22P67WR&lid=LSTCOMHDZVEE22P67WR32U1SH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_491&otracker=search&fm=organic&iid=en_Hx1-Ax3zQnCz8lLsEaVu1CZJGJ2ZpG2ezzS1YDdRSlZWJSglYUcoZbpXhsTvogn3roI1WLqXPTumTKhVggkdaeQN9h-Nc7CiOFCEK-hZSPPSDuAbrhBJLlUJPOREmGcl&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS TUF Gaming A16 (2026) with Office 2024 + M365 Basic AMD Ryzen 7 260 - (16 GB/1 TB SSD/Windows 11 ...4.749 Ratings&10 ReviewsAMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 30 days free trial1 Year Onsite Service₹1,39,990₹2,98,99053% offLowest price since launchUpto₹42,600Off on Exchange",Add,"₹1,39,990","₹42,600",53% off,Not Available,49 Ratings,M3,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/asus-tuf-gaming-a16-2026-office-2024-m365-basic-amd-ryzen-7-260-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-165-hz-fa608uh-rv112ws-laptop/p/itma83335dd66da5?pid=COMHMARKAYGY6HVV&lid=LSTCOMHMARKAYGY6HVVY9ZSNO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_492&otracker=search&fm=organic&iid=en_Hx1-Ax3zQnCz8lLsEaVu1CZJGJ2ZpG2ezzS1YDdRSlbkb4GBrZZaCqXFkck37QlLmAzOLwBmebM22luMq9TmSZ9rnhWreQ6xGAt-mhO2nqzSDuAbrhBJLlUJPOREmGcl&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Gaming
"Add to CompareDELL 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop4.2712 Ratings&40 ReviewsIntel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty₹69,990Bank Offer",Add,"₹69,990",Not Available,Not Available,Not Available,712 Ratings,Intel Core i5,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/dell-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-3520-thin-light-laptop/p/itm86b6eb68a0ca0?pid=COMH8EPFRSEP9Q6M&lid=LSTCOMH8EPFRSEP9Q6MJIHHTQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_493&otracker=search&fm=organic&iid=04614e02-60de-4488-b571-d87008a4c306.COMH8EPFRSEP9Q6M.SEARCH&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareHP OmniBook 7 Aero (Previously Pavilion) AMD Ryzen AI 7 Octa Core AI 7 350 - (16 GB/512 GB SSD/Windows...4124 Ratings&16 ReviewsAMD Ryzen AI 7 Octa Core Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Display1 Year Onsite Service₹1,06,308Upto₹42,600Off on ExchangeBank Offer",Add,"₹1,06,308","₹42,600",Not Available,Not Available,124 Ratings,Not Available,Not Available,512 GB SSD,Not Available,Not Available,33.78 cm (13.3 Inch),Not Available,In Stock,https://www.flipkart.com/hp-omnibook-7-aero-previously-pavilion-amd-ryzen-ai-octa-core-350-16-gb-512-gb-ssd-windows-11-home-13-bg1456au-thin-light-laptop/p/itm0e77f01f6fad1?pid=COMHA9GUWFFBZZFG&lid=LSTCOMHA9GUWFFBZZFGOTKFOZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_494&otracker=search&fm=organic&iid=04614e02-60de-4488-b571-d87008a4c306.COMHA9GUWFFBZZFG.SEARCH&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL G15 Intel Core i5 13450HX - (8 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 305...4.85 Ratings&1 ReviewsIntel Core i5 Processor8 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹99,990₹1,09,9909% offBank Offer",Add,"₹99,990",Not Available,9% off,Not Available,5 Ratings,Intel Core i5,8 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/dell-g15-intel-core-i5-13450hx-8-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-gaming-5530-laptop/p/itmba9387b52046b?pid=COMGQYXZKHGZAMUP&lid=LSTCOMGQYXZKHGZAMUPVE5A9I&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_21_495&otracker=search&fm=organic&iid=04614e02-60de-4488-b571-d87008a4c306.COMGQYXZKHGZAMUP.SEARCH&ppt=None&ppn=None&ssid=8ulm0zoe9s0000001788764289058&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
